,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
2343,Maruti Swift Vdi BSIII,195000,90000,Diesel,Individual,Manual,Third Owner,14,Maruti
2344,Hyundai i20 Active 1.2 S,650000,50000,Petrol,Individual,Manual,First Owner,7,Hyundai
2345,Hyundai i20 1.2 Magna,350000,98000,Petrol,Individual,Manual,First Owner,11,Hyundai
2346,Hyundai i20 Asta 1.2,360000,30000,Petrol,Individual,Manual,First Owner,9,Hyundai
2347,Hyundai Elantra SX,550000,50000,Petrol,Individual,Manual,Second Owner,9,Hyundai
2348,Hyundai Grand i10 Sportz,490000,26000,Petrol,Individual,Manual,First Owner,6,Hyundai
2349,Maruti Alto LXi,195000,46000,Petrol,Individual,Manual,Second Owner,11,Maruti
2350,Maruti Alto LX,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,12,Maruti
2351,Tata Tiago 1.2 Revotron XZ,459999,10000,Petrol,Individual,Manual,First Owner,3,Tata
2352,Maruti Alto 800 LXI,275000,16700,Petrol,Individual,Manual,First Owner,7,Maruti
2353,Maruti Swift Dzire VDI,680000,70000,Diesel,Individual,Manual,First Owner,4,Maruti
2354,Maruti Swift Dzire ZXI,600000,7967,Petrol,Individual,Manual,First Owner,7,Maruti
2355,Maruti Swift ZXI Plus,720000,20000,Petrol,Individual,Manual,First Owner,4,Maruti
2356,Maruti Swift VDI BSIV,295000,50000,Diesel,Individual,Manual,First Owner,11,Maruti
2357,Renault KWID RXT Optional,356000,9656,Petrol,Individual,Manual,First Owner,6,Renault
2358,Hyundai i10 Era,225000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai
2359,Ford Freestyle Titanium Diesel BSIV,725000,17000,Diesel,Individual,Manual,First Owner,3,Ford
2360,Chevrolet Spark 1.0 LT,130000,50000,Petrol,Individual,Manual,First Owner,12,Chevrolet
2361,Renault KWID RXT,300000,10000,Petrol,Individual,Manual,First Owner,7,Renault
2362,Hyundai i20 Sportz 1.2,400000,43000,Petrol,Individual,Manual,Second Owner,9,Hyundai
2363,Hyundai Verna 1.4 CX,550000,50000,Diesel,Individual,Manual,First Owner,9,Hyundai
2364,Maruti Wagon R PRIMEA,120000,90000,Petrol,Individual,Manual,Second Owner,16,Maruti
2365,Mahindra Xylo D4 BSIV,409999,100000,Diesel,Individual,Manual,Second Owner,10,Mahindra
2366,Hyundai Santro Xing (Non-AC),110000,80000,Petrol,Individual,Manual,Second Owner,12,Hyundai
2367,Mahindra Bolero 2011-2019 SLX,450000,120000,Diesel,Individual,Manual,First Owner,10,Mahindra
2368,Maruti Swift VXI,610000,5000,Petrol,Individual,Manual,First Owner,3,Maruti
2369,Ford Ecosport 1.5 DV5 MT Trend,515000,68609,Diesel,Dealer,Manual,First Owner,6,Ford
2370,Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000,33360,Diesel,Dealer,Manual,First Owner,4,Ford
2371,Nissan Kicks XL BSIV,860000,14317,Petrol,Dealer,Manual,First Owner,3,Nissan
2372,Ford Figo Diesel Titanium,225000,87237,Diesel,Dealer,Manual,Second Owner,10,Ford
2373,Ford Figo 1.5D Trend MT,500000,62960,Diesel,Dealer,Manual,First Owner,5,Ford
2374,Maruti Swift Dzire AMT VXI,600000,26634,Petrol,Dealer,Automatic,First Owner,5,Maruti
2375,Ford Figo Diesel EXI Option,195000,163720,Diesel,Dealer,Manual,First Owner,10,Ford
2376,Maruti Wagon R LXI BS IV,265000,67998,Petrol,Dealer,Manual,First Owner,10,Maruti
2377,Ford Freestyle Trend Diesel,650000,20706,Diesel,Dealer,Manual,First Owner,4,Ford
2378,Ford Figo Aspire 1.5 TDCi Trend,415000,100581,Diesel,Dealer,Manual,First Owner,7,Ford
2379,Renault Duster 85PS Diesel RxE Adventure,600000,67303,Diesel,Dealer,Manual,First Owner,7,Renault
2380,Maruti Ritz VXi,340000,79139,Petrol,Dealer,Manual,First Owner,9,Maruti
2381,Hyundai Grand i10 CRDi Sportz,350000,84784,Diesel,Dealer,Manual,First Owner,8,Hyundai
2382,Maruti Ritz LDi,265000,130376,Diesel,Dealer,Manual,Second Owner,10,Maruti
2383,Tata Safari DICOR 2.2 EX 4x2,625000,72000,Diesel,Individual,Manual,First Owner,5,Tata
2384,Hyundai Verna CRDi SX,245000,127000,Diesel,Individual,Manual,Second Owner,14,Hyundai
2385,Maruti Swift VDI BSIV,395000,120000,Diesel,Individual,Manual,First Owner,8,Maruti
2386,Fiat Punto 1.3 Emotion,190000,120000,Diesel,Individual,Manual,Second Owner,12,Fiat
2387,Hyundai Xcent 1.1 CRDi S,490000,100000,Diesel,Individual,Manual,First Owner,8,Hyundai
2388,Toyota Etios GD,450000,148000,Diesel,Individual,Manual,Second Owner,10,Toyota
2389,Maruti Ertiga SHVS VDI,955000,40000,Diesel,Individual,Manual,First Owner,4,Maruti
2390,Maruti Swift Dzire VDI,525000,110000,Diesel,Individual,Manual,First Owner,9,Maruti
2391,Tata Tigor 1.2 Revotron XZ Option,550000,30000,Petrol,Individual,Manual,First Owner,5,Tata
2392,Tata Indica Vista TDI LX,200000,120000,Diesel,Individual,Manual,Second Owner,8,Tata
2393,Ford Figo Aspire 1.2 Ti-VCT Trend,500000,15000,Petrol,Individual,Manual,First Owner,5,Ford
2394,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,825000,33500,Diesel,Individual,Manual,First Owner,6,Maruti
2395,Mahindra Quanto C6,250000,70000,Diesel,Individual,Manual,First Owner,10,Mahindra
2396,Toyota Etios Cross 1.2L G,600000,10000,Petrol,Individual,Manual,First Owner,7,Toyota
2397,Mahindra Scorpio S7 120,1325000,22053,Diesel,Individual,Manual,First Owner,4,Mahindra
2398,Mahindra TUV 300 T8,770000,50000,Diesel,Individual,Manual,First Owner,6,Mahindra
2399,Chevrolet Optra Magnum 2.0 LS,415000,78432,Diesel,Individual,Manual,First Owner,11,Chevrolet
2400,Hyundai Santa Fe 4X4,825000,125000,Diesel,Individual,Manual,Second Owner,11,Hyundai
2401,Ford Aspire Trend Diesel BSIV,530000,80000,Diesel,Individual,Manual,First Owner,4,Ford
2402,Toyota Innova 2.5 V Diesel 8-seater,425000,270000,Diesel,Individual,Manual,Third Owner,16,Toyota
2403,Honda Brio V MT,310000,50000,Petrol,Individual,Manual,Second Owner,10,Honda
2404,Tata Tiago 1.2 Revotron XZ,390000,20000,Petrol,Individual,Manual,First Owner,5,Tata
2405,Hyundai Creta 1.6 VTVT E Plus,700000,30000,Petrol,Individual,Manual,First Owner,6,Hyundai
2406,Hyundai i10 Sportz 1.1L,200000,70000,Petrol,Individual,Manual,Second Owner,12,Hyundai
2407,Toyota Innova 2.5 G (Diesel) 8 Seater,1050000,7200,Diesel,Individual,Manual,First Owner,9,Toyota
2408,Honda City i DTEC SV,580000,97000,Diesel,Individual,Manual,First Owner,8,Honda
2409,Hyundai EON Era Plus,200000,60000,Petrol,Individual,Manual,Second Owner,8,Hyundai
2410,Chevrolet Sail Hatchback Petrol LS ABS,245000,25000,Petrol,Individual,Manual,First Owner,9,Chevrolet
2411,Hyundai i10 Sportz,210000,94000,Petrol,Individual,Manual,Second Owner,12,Hyundai
2412,Maruti Baleno LXI,50000,90000,Petrol,Individual,Manual,Second Owner,17,Maruti
2413,Chevrolet Captiva 2.2 LTZ AWD,700000,50000,Diesel,Individual,Automatic,Second Owner,10,Chevrolet
2414,Tata Bolt Quadrajet XE,660000,35000,Diesel,Individual,Manual,First Owner,3,Tata
2415,Honda City i VTEC V,630000,117500,Petrol,Individual,Manual,Second Owner,7,Honda
2416,Mahindra XUV500 W8 2WD,950000,78500,Diesel,Individual,Manual,First Owner,10,Mahindra
2417,Hyundai i20 1.2 Asta Dual Tone,740000,8000,Petrol,Individual,Manual,First Owner,4,Hyundai
2418,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,570000,25000,Petrol,Individual,Manual,First Owner,5,Ford
2419,Hyundai Verna 1.6 SX,450000,60000,Diesel,Individual,Manual,Third Owner,10,Hyundai
2420,Datsun RediGO 1.0 T Option,390000,10000,Petrol,Individual,Manual,First Owner,3,Datsun
2421,Ford Ikon 1.6 Nxt,180000,70000,Petrol,Individual,Manual,Second Owner,13,Ford
2422,Tata Nano LX,130000,60000,Petrol,Individual,Manual,First Owner,7,Tata
2423,Honda City 2017-2020 GXi,270000,70000,Petrol,Individual,Manual,Second Owner,16,Honda
2424,Maruti 800 DX,60000,25000,Petrol,Individual,Manual,Third Owner,25,Maruti
2425,Hyundai Verna 1.6 Xi ABS,170000,90000,Petrol,Individual,Manual,Third Owner,16,Hyundai
2426,Hyundai Creta 1.6 CRDi SX,978999,90000,Diesel,Individual,Manual,First Owner,7,Hyundai
2427,Tata Tiago 1.2 Revotron XM,490000,25000,Petrol,Individual,Manual,First Owner,4,Tata
2428,Ford Fiesta Diesel Style,280000,60000,Diesel,Individual,Manual,Second Owner,10,Ford
2429,Tata Tiago 1.2 Revotron XM,390000,25000,Petrol,Individual,Manual,First Owner,4,Tata
2430,Maruti Alto 800 VXI,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,9,Maruti
2431,Chevrolet Spark 1.0,45000,70000,Petrol,Individual,Manual,First Owner,14,Chevrolet
2432,Maruti Ertiga SHVS VDI,640000,80000,Diesel,Individual,Manual,Second Owner,6,Maruti
2433,Mahindra Scorpio S2 9 Seater,650000,110000,Diesel,Individual,Manual,Second Owner,7,Mahindra
2434,Mahindra Scorpio LX,500000,115717,Diesel,Individual,Manual,First Owner,9,Mahindra
2435,Ford Fusion Plus 1.4 TDCi Diesel,90000,110000,Diesel,Individual,Manual,Second Owner,14,Ford
2436,Tata Aria Pure LX 4x2,480000,70000,Diesel,Individual,Manual,Second Owner,8,Tata
2437,Maruti Swift VXI,630000,4000,Petrol,Individual,Manual,First Owner,3,Maruti
2438,Hyundai i10 Sportz,250000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai
2439,Hyundai Grand i10 Sportz,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,6,Hyundai
2440,Hyundai i10 Magna,180000,70000,Petrol,Individual,Manual,Second Owner,13,Hyundai
2441,Hyundai i20 Magna,210000,50000,Petrol,Individual,Manual,Second Owner,12,Hyundai
2442,Maruti Swift Dzire ZDI,550000,55000,Diesel,Individual,Manual,First Owner,6,Maruti
2443,Tata Nexon 1.2 Revotron XZA Plus,950000,5000,Petrol,Individual,Automatic,First Owner,2,Tata
2444,Mahindra Bolero 2011-2019 ZLX,430000,100000,Diesel,Individual,Manual,Second Owner,9,Mahindra
2445,Hyundai i10 Sportz,348000,23000,Petrol,Individual,Manual,Second Owner,8,Hyundai
2446,Maruti Alto 800 LX,196000,60000,Petrol,Individual,Manual,Second Owner,8,Maruti
2447,Maruti Wagon R LXI Minor,150000,70000,Petrol,Individual,Manual,Second Owner,12,Maruti
2448,Hyundai Santro Xing XS eRLX Euro III,90000,82000,Petrol,Individual,Manual,Fourth & Above Owner,17,Hyundai
2449,Maruti Wagon R LXI Minor,150000,60000,Petrol,Individual,Manual,Second Owner,13,Maruti
2450,Tata Safari Storme VX Varicor 400,1250000,100000,Diesel,Individual,Manual,First Owner,3,Tata
2451,Maruti Ertiga VDI,600000,90000,Diesel,Individual,Manual,Third Owner,7,Maruti
2452,Tata Nano Lx BSIV,65000,26432,Petrol,Dealer,Manual,First Owner,12,Tata
2453,Maruti Omni E 8 Str STD,220000,46702,Petrol,Dealer,Manual,First Owner,6,Maruti
2454,Maruti Omni E 8 Str STD,220000,46706,Petrol,Dealer,Manual,First Owner,6,Maruti
2455,Tata Indica V2 eXeta GLS,110000,53523,Petrol,Dealer,Manual,First Owner,16,Tata
2456,Chevrolet Beat Diesel LT,175000,56365,Diesel,Dealer,Manual,First Owner,10,Chevrolet
2457,Chevrolet Spark 1.0 LT,160000,49563,Petrol,Dealer,Manual,First Owner,11,Chevrolet
2458,Maruti 800 Std BSIII,65000,56432,Petrol,Dealer,Manual,First Owner,18,Maruti
2459,Maruti 800 AC,60000,52365,Petrol,Dealer,Manual,Second Owner,20,Maruti
2460,Maruti Alto LXi BSIII,120000,53512,Petrol,Dealer,Manual,Second Owner,15,Maruti
2461,Hyundai Santro Xing XG,110000,53563,Petrol,Dealer,Manual,Second Owner,17,Hyundai
2462,Mahindra Ssangyong Rexton RX7,1000000,40000,Diesel,Individual,Automatic,First Owner,9,Mahindra
2463,Maruti Wagon R LXI BS IV,220000,46533,Petrol,Dealer,Manual,First Owner,12,Maruti
2464,Maruti Omni E 8 Str STD,105000,59635,Petrol,Dealer,Manual,Second Owner,17,Maruti
2465,Maruti Omni 8 Seater BSIV,114999,58632,Petrol,Dealer,Manual,Second Owner,14,Maruti
2466,Maruti Omni LPG STD BSIV,110000,58632,LPG,Dealer,Manual,Second Owner,14,Maruti
2467,Mahindra XUV500 AT W6 2WD,850000,80000,Diesel,Individual,Automatic,Second Owner,6,Mahindra
2468,Maruti Ertiga SHVS VDI,750000,70000,Diesel,Individual,Manual,First Owner,6,Maruti
2469,Renault KWID 1.0 RXT Optional,265000,90000,Petrol,Individual,Manual,First Owner,5,Renault
2470,Ford Classic 1.6 Duratec Titanium,450000,110000,Petrol,Individual,Manual,Second Owner,8,Ford
2471,Mahindra Quanto C6,225000,90000,Diesel,Individual,Manual,First Owner,9,Mahindra
2472,Mahindra Scorpio S10 7 Seater,1125000,70000,Diesel,Individual,Manual,First Owner,7,Mahindra
2473,Maruti Swift VXI with ABS,270000,80000,Petrol,Individual,Manual,First Owner,13,Maruti
2474,Maruti Alto LX,130000,78000,Petrol,Individual,Manual,First Owner,15,Maruti
2475,Mahindra Bolero Power Plus SLE,660000,45000,Diesel,Individual,Manual,First Owner,5,Mahindra
2476,Maruti Alto K10 VXI,240000,50000,Petrol,Individual,Manual,Second Owner,7,Maruti
2477,Maruti Alto 800 LXI,275000,58000,Petrol,Individual,Manual,First Owner,5,Maruti
2478,Toyota Innova 2.5 VX 8 STR BSIV,750000,120000,Diesel,Individual,Manual,First Owner,10,Toyota
2479,Chevrolet Aveo U-VA 1.2,65000,30000,Petrol,Individual,Manual,Second Owner,15,Chevrolet
2480,Tata Safari Storme EX,850000,162000,Diesel,Individual,Manual,First Owner,5,Tata
2481,Maruti Wagon R LXI CNG,300000,50000,CNG,Individual,Manual,Second Owner,6,Maruti
2482,Hyundai i20 1.2 Magna Executive,555000,25000,Petrol,Individual,Manual,Second Owner,4,Hyundai
2483,Mahindra Scorpio 1.99 S6 Plus,825000,60000,Diesel,Individual,Manual,First Owner,7,Mahindra
2484,Hyundai Santro Xing GLS LPG,150000,70000,LPG,Individual,Manual,Third Owner,12,Hyundai
2485,Maruti Swift Dzire VDi,185000,138000,Diesel,Individual,Manual,Second Owner,13,Maruti
2486,Hyundai i10 Magna,180000,70000,Petrol,Individual,Manual,Second Owner,12,Hyundai
2487,Maruti Alto LXi,160000,48000,Petrol,Individual,Manual,Second Owner,12,Maruti
2488,Ford Endeavour 3.0L 4X2 AT,500000,110000,Diesel,Individual,Automatic,First Owner,10,Ford
2489,Maruti Swift VDI BSIV,375000,88000,Diesel,Individual,Manual,Second Owner,8,Maruti
2490,Toyota Innova 2.5 GX (Diesel) 7 Seater,900000,68000,Diesel,Individual,Manual,First Owner,7,Toyota
2491,Hyundai Grand i10 Sportz,459999,70000,Petrol,Individual,Manual,First Owner,5,Hyundai
2492,Renault Duster 85PS Diesel RxL,480000,80000,Diesel,Individual,Manual,First Owner,8,Renault
2493,Maruti Swift VDI,320000,100000,Diesel,Individual,Manual,Third Owner,9,Maruti
2494,Maruti Swift VDI,370000,96000,Diesel,Individual,Manual,Second Owner,9,Maruti
2495,Hyundai Santro Xing Base,80000,123219,Petrol,Individual,Manual,Third Owner,17,Hyundai
2496,Maruti Zen LX,75000,30000,Petrol,Individual,Manual,Third Owner,20,Maruti
2497,Maruti Ritz LDi,400000,60000,Diesel,Individual,Manual,Third Owner,6,Maruti
2498,Honda City 1.5 GXI CVT,250000,90000,Petrol,Individual,Automatic,Second Owner,17,Honda
2499,Maruti Swift VDI BSIV,425000,65000,Diesel,Individual,Manual,First Owner,8,Maruti
2500,Maruti Celerio ZXI,325000,48000,Petrol,Individual,Manual,First Owner,8,Maruti
2501,Hyundai Grand i10 Magna,350000,65300,Petrol,Individual,Manual,Second Owner,6,Hyundai
2502,Hyundai i20 1.2 Asta Dual Tone,600000,40000,Petrol,Individual,Manual,First Owner,4,Hyundai
2503,Chevrolet Beat Diesel,120000,60000,Diesel,Individual,Manual,Second Owner,10,Chevrolet
2504,Maruti Alto K10 2010-2014 VXI,200000,70000,Petrol,Individual,Manual,Second Owner,10,Maruti
2505,Maruti Alto LXi BSIII,100000,70000,Petrol,Individual,Manual,Third Owner,14,Maruti
2506,Hyundai Grand i10 CRDi Asta,350000,70000,Diesel,Individual,Manual,Second Owner,8,Hyundai
2507,Maruti Alto LXi,85000,150000,Petrol,Individual,Manual,Second Owner,16,Maruti
2508,Maruti Alto K10 VXI Optional,399000,10000,Petrol,Individual,Manual,First Owner,3,Maruti
2509,Hyundai Verna 1.6 CRDI,580000,56000,Diesel,Individual,Manual,First Owner,8,Hyundai
2510,Datsun RediGO T Option,290000,30000,Petrol,Individual,Manual,First Owner,5,Datsun
2511,Hyundai Grand i10 Magna,380000,50000,Petrol,Individual,Manual,Second Owner,8,Hyundai
2512,Ford Figo Diesel EXI,200000,120000,Diesel,Individual,Manual,First Owner,12,Ford
2513,Maruti Wagon R LXI CNG,390000,40000,CNG,Individual,Manual,First Owner,4,Maruti
2514,Hyundai Grand i10 1.2 Kappa Asta,500000,27500,Petrol,Individual,Manual,First Owner,5,Hyundai
2515,Maruti Ertiga VDI,520000,73000,Diesel,Individual,Manual,First Owner,10,Maruti
2516,Maruti Swift Dzire VDI,650000,75000,Diesel,Individual,Manual,First Owner,5,Maruti
2517,Renault KWID Climber 1.0 MT,380000,5000,Petrol,Individual,Manual,First Owner,4,Renault
2518,Maruti Wagon R LXI LPG BSIV,275000,50000,LPG,Individual,Manual,First Owner,12,Maruti
2519,Maruti Swift Dzire VDI,520000,70000,Diesel,Individual,Manual,First Owner,7,Maruti
2520,Maruti Swift Dzire VDI,610000,60000,Diesel,Individual,Manual,First Owner,7,Maruti
2521,Maruti Wagon R LXI,85000,110000,Petrol,Individual,Manual,First Owner,18,Maruti
2522,Renault Duster 85PS Diesel RxL Optional,490000,95000,Diesel,Individual,Manual,First Owner,9,Renault
2523,Hyundai EON Era Plus,229999,34000,Petrol,Individual,Manual,Second Owner,7,Hyundai
2524,Hyundai Grand i10 Sportz,411000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai
2525,Maruti Eeco CNG 5 Seater AC BSIV,362000,120000,CNG,Individual,Manual,Second Owner,3,Maruti
2526,Toyota Etios Cross 1.4L GD,550000,31000,Diesel,Individual,Manual,First Owner,8,Toyota
2527,Maruti Wagon R LXI CNG,459999,70000,CNG,Individual,Manual,First Owner,4,Maruti
2528,Maruti Ritz VXi (ABS) BS IV,190000,47000,Petrol,Individual,Manual,First Owner,11,Maruti
2529,Hyundai Santro Magna AMT BSIV,499000,5000,Petrol,Individual,Automatic,First Owner,3,Hyundai
2530,Maruti Eeco 7 Seater Standard BSIV,358000,44000,Petrol,Individual,Manual,First Owner,4,Maruti
2531,Toyota Etios Diesel TRD Sportivo,278000,120000,Diesel,Individual,Manual,Second Owner,10,Toyota
2532,Fiat Grande Punto EVO 1.3 Active,320000,39395,Diesel,Individual,Manual,First Owner,8,Fiat
2533,Renault Fluence 1.5,580000,67000,Diesel,Individual,Manual,Second Owner,9,Renault
2534,Honda City VX CVT,1300000,20000,Petrol,Individual,Automatic,First Owner,3,Honda
2535,Honda Amaze VX i-DTEC,825000,40000,Diesel,Individual,Manual,First Owner,4,Honda
2536,Toyota Corolla AE,170000,120000,Petrol,Individual,Manual,Second Owner,18,Toyota
2537,Toyota Fortuner 4x4 MT,1700000,80000,Diesel,Individual,Manual,Second Owner,8,Toyota
2538,Hyundai Santro Sportz BSIV,490000,7000,Petrol,Individual,Manual,First Owner,4,Hyundai
2539,Mahindra XUV500 W4,1050000,15000,Diesel,Individual,Manual,First Owner,4,Mahindra
2540,Chevrolet Beat LT,210000,50000,Petrol,Individual,Manual,First Owner,6,Chevrolet
2541,Mahindra Scorpio Intelli Hybrid S10,1250000,30000,Diesel,Individual,Manual,First Owner,6,Mahindra
2542,Maruti Swift VDI,320000,120000,Diesel,Individual,Manual,Second Owner,10,Maruti
2543,Chevrolet Optra Magnum 2.0 LT,400000,64000,Diesel,Individual,Manual,First Owner,10,Chevrolet
2544,Maruti Ritz VDi,320000,120000,Diesel,Individual,Manual,First Owner,9,Maruti
2545,Toyota Corolla Altis Diesel D4DG,600000,85000,Diesel,Individual,Manual,First Owner,10,Toyota
2546,Maruti Alto K10 2010-2014 VXI,275000,50000,Petrol,Individual,Manual,First Owner,10,Maruti
2547,Maruti Alto LXi,170000,59000,Petrol,Individual,Manual,Second Owner,13,Maruti
2548,Chevrolet Beat Diesel LT,155000,98000,Diesel,Individual,Manual,First Owner,10,Chevrolet
2549,Tata Indica Vista Quadrajet LS,240000,70000,Diesel,Individual,Manual,First Owner,10,Tata
2550,Tata Indica Vista Quadrajet LS,240000,70000,Diesel,Individual,Manual,First Owner,10,Tata
2551,Maruti Swift VDI BSIV,320000,120000,Diesel,Individual,Manual,Second Owner,11,Maruti
2552,Renault Duster 85PS Diesel RxL Plus,620000,140000,Diesel,Individual,Manual,Second Owner,7,Renault
2553,Hyundai Grand i10 1.2 Kappa Sportz Option,530000,50000,Petrol,Individual,Manual,First Owner,5,Hyundai
2554,Toyota Etios Liva VD,550000,40000,Diesel,Individual,Manual,First Owner,7,Toyota
2555,Honda City i DTEC SV,600000,90000,Diesel,Individual,Manual,First Owner,8,Honda
2556,Mahindra XUV500 W4,649000,117000,Diesel,Individual,Manual,Third Owner,8,Mahindra
2557,Honda City i DTEC SV,625000,90000,Diesel,Individual,Manual,First Owner,8,Honda
2558,Chevrolet Spark 1.0 PS,125000,70000,Petrol,Individual,Manual,First Owner,12,Chevrolet
2559,Chevrolet Tavera Neo 3 LS 9 Str BSIII,305000,230000,Diesel,Individual,Manual,Second Owner,13,Chevrolet
2560,Maruti SX4 ZXI MT BSIV Leather,285000,155000,Petrol,Individual,Manual,Second Owner,12,Maruti
2561,Tata Xenon XT EX 4X4,600000,60000,Diesel,Individual,Manual,Second Owner,7,Tata
2562,Mahindra KUV 100 mFALCON G80 K8,426000,110000,Petrol,Individual,Manual,First Owner,6,Mahindra
2563,Tata Indica Vista Terra 1.4 TDI,180000,120000,Diesel,Individual,Manual,First Owner,12,Tata
2564,Hyundai Verna 1.6 VGT CRDi,400000,100000,Diesel,Individual,Manual,Second Owner,11,Hyundai
2565,Chevrolet Beat LS,120000,40000,Petrol,Individual,Manual,Second Owner,12,Chevrolet
2566,Tata Manza Aura (ABS) Quadrajet BS IV,300000,110000,Diesel,Individual,Manual,Second Owner,10,Tata
2567,Maruti Alto K10 2010-2014 VXI,190000,92500,Petrol,Individual,Manual,Second Owner,11,Maruti
2568,Maruti Alto 800 LXI,310000,20000,Petrol,Individual,Manual,First Owner,5,Maruti
2569,Renault KWID RXL,380000,15000,Petrol,Individual,Manual,First Owner,3,Renault
2570,Mahindra Bolero Power Plus ZLX,740000,14000,Diesel,Individual,Manual,First Owner,3,Mahindra
2571,Datsun RediGO T Option,260000,35000,Petrol,Individual,Manual,First Owner,6,Datsun
2572,Maruti Alto K10 VXI,320000,32000,Petrol,Individual,Manual,Second Owner,5,Maruti
2573,Maruti Wagon R LXI CNG,211000,90000,CNG,Individual,Manual,First Owner,9,Maruti
